variant,common_rebalance_count,mean_l1_weight_distance,minimum_l1_weight_distance,maximum_l1_weight_distance,net_return_correlation,economically_distinct
black_litterman_100bp,36,0.7134702259073927,0.1373796983524458,1.2056107251397732,0.9679147171382576,True
black_litterman_200bp,36,1.0516363323454199,0.274869870908581,1.4646886862643043,0.9361329311274978,True
black_litterman_400bp,36,1.2994812641411144,0.5029250060333437,1.5084424704464294,0.8973953539081507,True
direct_coverage_tilt,36,0.16103747080832764,0.11932688440526007,0.1968774191085066,0.9976256275957741,True
