fund_id,fund_name,asset_family,method,rebalance_schedule,rebalance_number,rebalance_date,estimation_start,estimation_end,first_held_return_date,estimation_observations,annualization_days,eligible_asset_count,turnover,transaction_cost,transaction_cost_bps,covariance_estimator,covariance_shrinkage,sample_covariance_condition_number,covariance_trace,covariance_condition_number,covariance_minimum_eigenvalue,covariance_ridge_added,expected_return_min,expected_return_max,solver_success,solver_status,solver_message,solver_iterations,valid_start_count,objective_value,expected_portfolio_return,expected_portfolio_volatility,expected_sharpe,weight_sum_residual,maximum_bound_residual,minimum_weight,maximum_weight,crypto_sleeve_weight,weight_hhi,risk_contribution_dispersion,effective_number_of_bets,effective_bet_ratio,prototype_id,cluster_count,minimum_linkage_distance,maximum_linkage_distance,constraint_projection_applied,projection_l1_distance,raw_maximum_weight,raw_weight_hhi,raw_crypto_sleeve_weight,ordered_asset_signature
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,ledoit_wolf,0.08876369462569375,1033.4140189789068,21.073621130405595,217.7555286247138,0.039461066632683076,0.0,-0.3492732395247833,1.982593873089236,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.08626903324965284,0.2846289651902297,0.29371590568039185,0.9690621436754938,0.0,0.0,0.003165180844101255,0.06109046987123343,0.05339446000050449,0.02676128549604693,0.008867726501995677,1.9461276363674431,0.03243546060612405,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.2662140369880405,0.5788393410626322,False,0.0,0.06109046987123343,0.02676128549604693,0.05339446000050449,NEM|TRX-USD|ETC-USD|ADA-USD|BTC-USD|ETH-USD|LTC-USD|BCH-USD|EOS-USD|XLM-USD|XRP-USD|GILD|WMT|UPS|ABBV|MRK|EA|TTWO|TMUS|AMGN|PSA|ABT|INTC|QCOM|ADBE|AMD|NVDA|NKE|SHW|CMCSA|DIS|MMM|O|BA|GE|T|CAT|DOW|V|DD|SBUX|NUE|GS|MS|USB|WFC|OXY|XOM|SLB|COP|CVX|KO|NEE|AEP|D|DUK|SO|PLD|AMT|CCI
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.05205491920385118,5.205491920385118e-05,10.0,ledoit_wolf,0.08539077514609163,1091.1159806064534,22.359141071992603,225.64766039831733,0.04008079733016171,0.0,-0.23740683868214907,2.7597000301127537,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.08761605599884659,0.26162929897681403,0.29600009459263116,0.8838824843515006,0.0,0.0,0.002189876523807594,0.05963342858340361,0.05404092429483019,0.026341589926208896,0.008657355855427444,2.1189593077378,0.035315988462296666,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.26962026956876645,0.5818116406285908,False,0.0,0.05963342858340361,0.026341589926208896,0.05404092429483019,NEM|TRX-USD|XRP-USD|XLM-USD|ADA-USD|BTC-USD|ETC-USD|ETH-USD|LTC-USD|BCH-USD|EOS-USD|GILD|WMT|UPS|ABBV|MRK|AMGN|EA|TTWO|TMUS|PSA|ABT|INTC|QCOM|ADBE|AMD|NVDA|MMM|CMCSA|SHW|NKE|DIS|O|T|BA|GE|CAT|DOW|DD|NUE|GS|MS|USB|WFC|OXY|XOM|SLB|COP|CVX|SBUX|V|KO|NEE|AEP|D|DUK|SO|PLD|AMT|CCI
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,3,2021-03-01,2020-02-28,2021-02-26,2021-03-01,252,252,60,0.08892435098625652,8.892435098625652e-05,10.0,ledoit_wolf,0.08618684611124942,1144.0404576090773,22.923502600296956,220.98550219386757,0.04077601298952416,0.0,-0.09602128620994455,2.9761046427603395,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.08684241979833393,0.34363335529288375,0.2946903795483217,1.1660827062613242,1.1102230246251565e-16,0.0,0.0024523939849501026,0.05514272041825966,0.05071512536163199,0.025052181530895692,0.007907901862953431,2.249099353128266,0.03748498921880443,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.2695667827556579,0.5866559570888138,False,0.0,0.05514272041825966,0.025052181530895692,0.05071512536163199,NEM|XRP-USD|XLM-USD|ADA-USD|TRX-USD|BTC-USD|ETC-USD|ETH-USD|LTC-USD|BCH-USD|EOS-USD|WMT|GILD|UPS|AMGN|ABBV|MRK|TMUS|INTC|PSA|ABT|QCOM|ADBE|AMD|NVDA|NKE|SHW|MMM|CMCSA|DIS|O|T|SBUX|V|DD|CAT|DOW|NUE|GS|MS|USB|WFC|OXY|XOM|SLB|COP|CVX|BA|GE|KO|NEE|AEP|D|DUK|SO|PLD|AMT|CCI|EA|TTWO
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,4,2021-04-01,2020-04-01,2021-03-31,2021-04-01,252,252,60,0.12001074423556182,0.00012001074423556182,10.0,ledoit_wolf,0.06069859968191399,662.0121449886715,15.477788259743535,217.9737690495713,0.02330908664035891,0.0,-0.060127039234835644,2.867691654241286,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.031047648081206594,0.41099140198858425,0.1762034281199052,2.3324824401765185,0.0,0.0,0.0016354447902515656,0.07447465572475304,0.04101113679527047,0.028778052315094296,0.010298559167151953,5.094870375997851,0.08491450626663084,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.29143622502122973,0.6053311571964152,False,0.0,0.07447465572475304,0.028778052315094296,0.04101113679527047,ADA-USD|XLM-USD|TRX-USD|XRP-USD|BTC-USD|ETH-USD|ETC-USD|LTC-USD|BCH-USD|EOS-USD|NEM|WMT|GILD|ABBV|AMGN|MRK|TMUS|ABT|UPS|INTC|QCOM|ADBE|AMD|NVDA|EA|TTWO|NKE|PSA|SHW|PLD|AMT|CCI|DIS|NEE|D|DUK|AEP|SO|MMM|O|T|SLB|OXY|COP|CVX|XOM|USB|WFC|GS|MS|NUE|DD|CAT|DOW|BA|GE|SBUX|V|CMCSA|KO
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,5,2021-05-03,2020-05-01,2021-04-30,2021-05-03,252,252,60,0.10703101833775429,0.00010703101833775429,10.0,ledoit_wolf,0.0598780300615997,797.3613484584146,15.238497536661002,240.91312797497022,0.021764255627977024,0.0,-0.2081438801394524,2.7040908911882555,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.020438895420983105,0.3426004193859595,0.14296466493851936,2.3963992748368392,0.0,0.0,0.0011034308353147788,0.08260360365117177,0.034059396797732754,0.02958954384114914,0.010495181419877483,6.353390951758823,0.10588984919598038,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.29874530345779765,0.618509596467205,False,0.0,0.08260360365117177,0.02958954384114914,0.034059396797732754,TRX-USD|XRP-USD|ADA-USD|XLM-USD|BTC-USD|ETH-USD|ETC-USD|EOS-USD|BCH-USD|LTC-USD|WMT|GILD|ABBV|AMGN|MRK|NEM|ABT|TMUS|UPS|NKE|SHW|NEE|D|AEP|DUK|SO|PSA|PLD|AMT|CCI|CMCSA|KO|V|SBUX|DIS|O|MMM|T|DD|NUE|CAT|DOW|OXY|SLB|COP|CVX|XOM|USB|WFC|GS|MS|BA|GE|INTC|QCOM|EA|TTWO|ADBE|AMD|NVDA
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,6,2021-06-01,2020-06-01,2021-05-28,2021-06-01,252,252,60,0.12955660736130153,0.00012955660736130154,10.0,ledoit_wolf,0.054998453776613956,1412.0342280329962,19.060955930437192,359.6331608604526,0.023426109865477107,0.0,-0.09446757920356907,2.5441974199957964,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.018757757823938737,0.30401232583521703,0.13695896401454977,2.2197329544849684,0.0,0.0,0.0007025560130381111,0.0606295472749399,0.016487880011888913,0.027248213983857638,0.011006631247347345,6.0012199513267594,0.10002033252211266,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.29770613997995166,0.619435225046988,False,0.0,0.0606295472749399,0.027248213983857638,0.016487880011888913,XRP-USD|ADA-USD|XLM-USD|TRX-USD|ETC-USD|BTC-USD|ETH-USD|EOS-USD|BCH-USD|LTC-USD|WMT|NEM|ABT|UPS|NKE|TMUS|INTC|NEE|D|DUK|AEP|SO|CMCSA|T|DIS|KO|V|MMM|SBUX|O|USB|WFC|GS|MS|SLB|OXY|COP|CVX|XOM|DD|CAT|DOW|NUE|BA|GE|SHW|EA|TTWO|QCOM|ADBE|AMD|NVDA|PSA|PLD|AMT|CCI|GILD|AMGN|ABBV|MRK
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,7,2021-07-01,2020-07-01,2021-06-30,2021-07-01,252,252,60,0.07839261101666564,7.839261101666564e-05,10.0,ledoit_wolf,0.0482772293644948,1689.7173417506071,19.176109914380064,440.4928541706896,0.020857779519215566,0.0,-0.04517062980827402,2.4942228399591873,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.014416950719832351,0.2934756978291963,0.12007060722688276,2.4441926680244994,0.0,0.0,0.0005796292286909422,0.05853040282451282,0.01374619174155456,0.027494072519011963,0.01155212317652675,7.264991867365537,0.12108319778942561,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.28887078931816923,0.6188909976895686,False,0.0,0.05853040282451282,0.027494072519011963,0.01374619174155456,XRP-USD|ADA-USD|XLM-USD|TRX-USD|ETC-USD|BTC-USD|ETH-USD|EOS-USD|BCH-USD|LTC-USD|WMT|NEM|NKE|ABT|GILD|AMGN|ABBV|MRK|UPS|TMUS|INTC|SHW|EA|QCOM|TTWO|AMD|ADBE|NVDA|PSA|PLD|AMT|CCI|NEE|D|DUK|AEP|SO|T|O|DIS|MMM|USB|WFC|GS|MS|SLB|CVX|XOM|COP|OXY|DD|CAT|DOW|NUE|BA|GE|KO|CMCSA|SBUX|V
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,8,2021-08-02,2020-07-31,2021-07-30,2021-08-02,252,252,60,0.08095630910261005,8.095630910261005e-05,10.0,ledoit_wolf,0.046902272057899694,1995.455148305402,18.97454042649675,478.2533415670675,0.019498213433582875,0.0,-0.03111480254552568,2.133926362043439,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.013999410641029223,0.27164791135797556,0.11831910513957254,2.295892206398384,0.0,0.0,0.000552632981555592,0.054324910312462095,0.012022737446846846,0.02727242396745068,0.011579305559905842,8.19728053969825,0.13662134232830417,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.28879775612793895,0.6162367500188896,False,0.0,0.054324910312462095,0.02727242396745068,0.012022737446846846,XRP-USD|TRX-USD|ETC-USD|BTC-USD|ETH-USD|EOS-USD|BCH-USD|LTC-USD|ADA-USD|XLM-USD|NEM|WMT|UPS|NKE|ABT|AMGN|GILD|ABBV|MRK|SHW|INTC|EA|TTWO|QCOM|ADBE|AMD|NVDA|PSA|PLD|AMT|CCI|TMUS|NEE|SO|AEP|D|DUK|T|O|KO|CMCSA|SBUX|V|MMM|DIS|GE|BA|SLB|CVX|XOM|COP|OXY|GS|MS|USB|WFC|DD|CAT|DOW|NUE
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,9,2021-09-01,2020-09-01,2021-08-31,2021-09-01,252,252,60,0.07957853785561052,7.957853785561052e-05,10.0,ledoit_wolf,0.04470471483896858,2130.423351434478,19.12010475411857,511.0935437625138,0.018733505319765736,0.0,-0.07863987065770972,2.5355819840145335,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.013723734582858088,0.24764352543831994,0.11714834434535594,2.113931074503804,0.0,0.0,0.0005312534587770889,0.06811355003403571,0.011623637550998468,0.028367169012734207,0.012288087506649052,8.97960163659166,0.14966002727652766,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.2872219860441296,0.6106911331866974,False,0.0,0.06811355003403571,0.028367169012734207,0.011623637550998468,XRP-USD|TRX-USD|ETC-USD|BTC-USD|ETH-USD|EOS-USD|BCH-USD|LTC-USD|ADA-USD|XLM-USD|WMT|NKE|NEM|UPS|AMGN|GILD|ABBV|MRK|ABT|SHW|TMUS|INTC|EA|TTWO|QCOM|ADBE|AMD|NVDA|PSA|PLD|AMT|CCI|O|NEE|SO|AEP|D|DUK|MMM|T|KO|CMCSA|SBUX|V|DIS|GE|BA|SLB|CVX|XOM|COP|OXY|GS|MS|USB|WFC|DD|CAT|DOW|NUE
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,10,2021-10-01,2020-10-01,2021-09-30,2021-10-01,252,252,60,0.07353162856882722,7.353162856882722e-05,10.0,ledoit_wolf,0.04109934895611386,2463.798347830006,19.20084579535386,583.7562814557518,0.01722920897021054,0.0,-0.12416434745014902,2.3815964347981127,True,0,standard single-linkage HRP; raw weights feasible,0,1,0.011740015605472448,0.18104977192209695,0.10835135257795561,1.6709507321732506,1.1102230246251565e-16,0.0,0.0004569244497855406,0.07366820864123416,0.010089788897146774,0.029182664203832986,0.012595108567974501,9.393320101783885,0.15655533502973143,combined_hierarchical_risk_parity__ledoit_wolf,60.0,0.2873637481541401,0.6156892703266201,False,0.0,0.07366820864123416,0.029182664203832986,0.010089788897146774,XRP-USD|TRX-USD|ETC-USD|BTC-USD|ETH-USD|EOS-USD|BCH-USD|LTC-USD|ADA-USD|XLM-USD|WMT|UPS|NEM|NKE|AMGN|GILD|ABBV|MRK|ABT|SHW|INTC|EA|TTWO|QCOM|ADBE|AMD|NVDA|PSA|PLD|AMT|CCI|TMUS|MMM|O|NEE|SO|AEP|D|DUK|T|CMCSA|DIS|GE|BA|DD|GS|MS|USB|WFC|SLB|CVX|XOM|COP|OXY|CAT|DOW|NUE|KO|SBUX|V
