fund_id,fund_name,asset_family,method,first_live_date,last_live_date,annualization_days,annualized_return,annualized_volatility,sharpe_ratio,maximum_drawdown,ending_growth_of_1,oos_daily_var_95,oos_daily_cvar_95,average_rebalance_turnover,cumulative_turnover,total_transaction_cost,average_target_change,average_weight_hhi,average_effective_number_of_bets,latest_nonzero_holding_count,average_estimated_daily_cvar
combined_conditional_value_at_risk,Combined Minimum CVaR,combined,conditional_value_at_risk,2021-01-04,2023-12-29,252,0.046635038776469795,0.13182730942781465,0.41165632410019987,-0.16535504306590443,1.1459090551796316,0.014413883432885827,0.017979931409865365,0.23774328572628947,8.558758286146421,0.008558758286146422,0.20836974932966149,0.08321532842514083,9.680847203449117,17,0.01660248570518863
combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,2021-01-04,2023-12-29,252,0.09606664411821852,0.139539136538007,0.727212042107939,-0.17907204203400418,1.3153357814470847,0.014473569080896632,0.019589840042342294,0.13115884951636525,4.7217185825891494,0.00472171858258915,0.10288033384984278,0.028746807759798,4.829349344034403,60,
combined_minimum_variance,Combined Minimum Variance,combined,minimum_variance,2021-01-04,2023-12-29,252,0.05674488514710041,0.12515924002787968,0.5035736623237352,-0.15848671364948363,1.1793021880628194,0.013160138908397217,0.017399509350460664,0.14641519604744646,5.270947057708073,0.0052709470577080725,0.11392716967216399,0.07947038697471277,9.284199384992547,23,
crypto_conditional_value_at_risk,Crypto Minimum CVaR,crypto,conditional_value_at_risk,2021-01-01,2023-12-31,365,0.5079171988950786,0.7814416687763363,0.915370705261576,-0.7439918688969445,3.4287236579804947,0.061148411513782086,0.0931419332674093,0.14309323909948357,5.151356607581409,0.005151356607581409,0.08206632936987394,0.22506228479876736,1.6754758708985014,5,0.089817899376624
crypto_hierarchical_risk_parity,Crypto Hierarchical Risk Parity,crypto,hierarchical_risk_parity,2021-01-01,2023-12-31,365,0.42401341995061137,0.7704322392741741,0.8478929948055431,-0.781381891304364,2.8876346627306813,0.0647578041949092,0.09475419315130348,0.1304856949567061,4.697485018441419,0.00469748501844142,0.07180723733444944,0.12300802706700718,1.167767774167053,10,
crypto_minimum_variance,Crypto Minimum Variance,crypto,minimum_variance,2021-01-01,2023-12-31,365,0.6948782665112716,0.7690625819455381,1.0722812743321157,-0.7286707552757465,4.868728220283665,0.06113153966741939,0.09209500674781146,0.15920930569396152,5.731535004982614,0.005731535004982614,0.0926434289816083,0.20545228298422058,1.5960474050980256,8,
equity_conditional_value_at_risk,Equity Minimum CVaR,equity,conditional_value_at_risk,2021-01-04,2023-12-29,252,0.035343590487989074,0.1294613076836117,0.3329892242759361,-0.1623412771793722,1.1093636217285376,0.013583797336975621,0.017621790539494867,0.22877857348172123,8.236028645341964,0.008236028645341963,0.19876189433728525,0.083531004800046,5.918495759512018,17,0.016693227915730344
equity_hierarchical_risk_parity,Equity Hierarchical Risk Parity,equity,hierarchical_risk_parity,2021-01-04,2023-12-29,252,0.08170340565611678,0.13682478025863068,0.6424458256078621,-0.17436848139849082,1.2644991483743209,0.013990684034855644,0.019161907892349214,0.14723546025048606,5.300476569017499,0.0053004765690175,0.12017893605649947,0.028586717092807128,2.4770059040767354,50,
equity_minimum_variance,Equity Minimum Variance,equity,minimum_variance,2021-01-04,2023-12-29,252,0.056678171424742185,0.12496157858421826,0.5036651613915859,-0.15723731319033551,1.179079735556171,0.013112147970325018,0.017294728891504494,0.14515151793157383,5.225454645536658,0.005225454645536659,0.11256141623656778,0.07976003038101612,5.66467327719519,22,
