fund_id,fund_name,asset_family,method,rebalance_schedule,rebalance_number,rebalance_date,estimation_start,estimation_end,first_held_return_date,estimation_observations,annualization_days,eligible_asset_count,turnover,transaction_cost,transaction_cost_bps,asset,asset_class,pretrade_weight,target_weight,individual_cap,combined_crypto_sleeve_cap
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,GE,equity,0.0,7.534506196202023e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,GILD,equity,0.0,0.09999999999995506,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,GS,equity,0.0,5.93387539140679e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,INTC,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,KO,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,LTC-USD,crypto,0.0,3.6500766743608067e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,MMM,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,MRK,equity,0.0,0.09999999999997096,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,MS,equity,0.0,1.2382304027187386e-14,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,NEE,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,NEM,equity,0.0,0.09999999999995558,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,NKE,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,NUE,equity,0.0,4.781194452244237e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,NVDA,equity,0.0,1.4695221455885881e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,O,equity,0.0,7.412714434624431e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,OXY,equity,0.0,0.04475678372407524,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,PLD,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,PSA,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,QCOM,equity,0.0,1.4601894791303563e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,SBUX,equity,0.0,4.137440437615166e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,SHW,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,SLB,equity,0.0,5.299097986536014e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,SO,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,T,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,TMUS,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,TRX-USD,crypto,0.0,3.247965972005769e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,TTWO,equity,0.0,0.0999999999999637,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,UPS,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,USB,equity,0.0,1.1259082958157781e-14,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,V,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,WFC,equity,0.0,1.0479173415739121e-14,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,WMT,equity,0.0,0.09999999999997353,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,XLM-USD,crypto,0.0,5.5824555984792064e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,XOM,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,1,2021-01-04,2020-01-03,2020-12-31,2021-01-04,252,252,60,1.0,0.001,10.0,XRP-USD,crypto,0.0,4.5136910976840954e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ABBV,equity,0.09465735766079031,0.09999999999999648,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ABT,equity,0.110869592227177,0.09999999999999154,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ADA-USD,crypto,5.361861482291833e-14,1.1107504218469775e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ADBE,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,AEP,equity,0.0,5.683605360831221e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,AMD,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,AMGN,equity,0.10272399862535993,0.09999999999999863,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,AMT,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,BA,equity,1.8411919995272788e-14,5.768247457422926e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,BCH-USD,crypto,3.032381711100694e-14,3.971886111426195e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,BTC-USD,crypto,1.5831581639030493e-14,2.7303733069262213e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,CAT,equity,0.0,3.156232956214508e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,CCI,equity,0.05406637935966069,0.09999999999999903,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,CMCSA,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,COP,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,CVX,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,D,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,DD,equity,8.878738013673462e-16,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,DIS,equity,1.1296224210067354e-15,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,DOW,equity,9.047323662767975e-15,6.471485584006679e-17,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,DUK,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,EA,equity,0.09755420222919277,0.09999999999999533,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,EOS-USD,crypto,4.1389373693942485e-14,3.021246771046393e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ETC-USD,crypto,3.222658780410675e-14,3.596393900591546e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,ETH-USD,crypto,3.77517009411703e-14,5.363773694678345e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,GE,equity,7.288861297885655e-15,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,GILD,equity,0.11015156834868972,0.09999999999999454,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,GS,equity,5.9691276869368e-15,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,INTC,equity,0.0,0.0999999999999962,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,KO,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,LTC-USD,crypto,2.8033271468451435e-14,1.0241462129080784e-14,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,MMM,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,MRK,equity,0.09216998783344434,0.09999999999999613,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,MS,equity,1.1912540235623892e-14,9.844904913646192e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,NEE,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,NEM,equity,0.09735300612362334,0.09999999999999745,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,NKE,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,NUE,equity,4.2850921700673245e-15,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,NVDA,equity,1.430399724286743e-15,5.612053760415153e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,O,equity,6.91552263775254e-15,3.529190742802074e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,OXY,equity,0.05073996173059945,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,PLD,equity,0.0,8.832661490302318e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,PSA,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,QCOM,equity,1.4653991894101397e-16,1.8707207037077934e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,SBUX,equity,3.6627454990743817e-16,7.835445622949994e-17,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,SHW,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,SLB,equity,5.274169752380341e-15,2.390169772073987e-15,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,SO,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,T,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,TMUS,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,TRX-USD,crypto,2.996600399223935e-14,1.203987184849755e-15,0.25,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,TTWO,equity,0.09437106053059596,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,UPS,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,USB,equity,1.0130207170584343e-14,6.73639591290218e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,V,equity,0.0,0.0,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,WFC,equity,1.0149527154796274e-14,6.03541988590823e-16,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,WMT,equity,0.09534288533046525,0.09999999999999643,0.1,0.3
combined_effective_bets,Combined Factor Diversification,combined,effective_bets,monthly,2,2021-02-01,2020-01-31,2021-01-29,2021-02-01,252,252,60,0.16885618146285164,0.00016885618146285163,10.0,XLM-USD,crypto,1.1565669551935598e-13,3.658823710622259e-15,0.25,0.3
