date,fund_id,fund_name,asset_family,method,rebalance_schedule,rebalanced,gross_return,turnover,transaction_cost,net_return,growth_of_1_gross,growth_of_1_net,drawdown_net,covariance_estimator,prototype_id
2021-01-04,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,True,-0.00813767117336263,1.0,0.001,-0.00913767117336263,0.9918623288266374,0.9908623288266374,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-05,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.007323155356704831,0.0,0.0,0.007323155356704831,0.9991258907530979,0.9981185675977412,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-06,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.018439380566140903,0.0,0.0,0.018439380566140903,1.0175491532861787,1.0165232557158075,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-07,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0073946749507462755,0.0,0.0,0.0073946749507462755,1.025073598521137,1.0240401147717002,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-08,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0017599807884764748,0.0,0.0,0.0017599807884764748,1.0268777083613088,1.0258424057003277,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-11,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.007750753038669339,0.0,0.0,-0.007750753038669339,1.0189186328428856,1.01789135455715,-0.007750753038669345,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-12,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.002702838130007251,0.0,0.0,-0.002702838130007251,1.016164660710663,1.015140158991848,-0.010432642137827575,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-13,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.005173492410522185,0.0,0.0,0.005173492410522185,1.0214217808706905,1.0203919789000087,-0.005313122922227187,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-14,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0023807652058926996,0.0,0.0,0.0023807652058926996,1.0238535463071283,1.0228212926197457,-0.0029450070145223828,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-15,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.008374760870628236,0.0,0.0,-0.008374760870628236,1.0152790176902613,1.0142554088806686,-0.011295104155641611,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-19,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00676819038084809,0.0,0.0,0.00676819038084809,1.0221506193716694,1.0211200825827778,-0.004603361190090527,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-20,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.009185576268646193,0.0,0.0,0.009185576268646193,1.0315396618439518,1.030499658980788,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-21,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.013661529869581336,0.0,0.0,-0.013661529869581336,1.0174472519420128,1.0164214571090286,-0.013661529869581246,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-22,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0008806120218259512,0.0,0.0,0.0008806120218259512,1.0183432282236466,1.0173165300634006,-0.012792948355195066,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-25,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0027630282709898224,0.0,0.0,0.0027630282709898224,1.0211569393527997,1.0201274043965112,-0.01006526736217983,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-26,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.003281785699106951,0.0,0.0,-0.003281785699106951,1.0178057211126879,1.0167795648694955,-0.013314021010800037,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-27,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.028475897683839273,0.0,0.0,-0.028475897683839273,0.9888227895362567,0.9878258540132531,-0.04141078999457537,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-28,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.01362747040220099,0.0,0.0,0.01362747040220099,1.0022979428336838,1.0012874216013476,-0.028347643907357112,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-01-29,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.00950046297727863,0.0,0.0,-0.00950046297727863,0.9927756483355898,0.9917747275228093,-0.03757879114320084,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-01,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,True,0.006950792323078778,0.05205491920385118,5.205491920385118e-05,0.006898737403874927,0.9996762256905803,0.9986167209317888,-0.030939299951377897,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-02,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.014926173684595131,0.0,0.0,0.014926173684595131,1.0145975666635985,1.0135222475527574,-0.016474931631536904,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-03,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00031470885943896696,0.0,0.0,0.00031470885943896696,1.0149168695065929,1.013841211983301,-0.016165407579040947,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-04,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.005039871702616737,0.0,0.0,0.005039871702616737,1.0200319203177275,1.0189508416185222,-0.011207007456643048,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-05,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.012701508613215517,0.0,0.0,0.012701508613215517,1.032987864539398,1.0318930545097833,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-08,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.011251697406627445,0.0,0.0,0.011251697406627445,1.0446107314159134,1.043503602915128,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-09,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0026181152923138904,0.0,0.0,0.0026181152923138904,1.0473456427463486,1.0462356156555046,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-10,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0010807435538384607,0.0,0.0,0.0010807435538384607,1.0484775547983876,1.0473663280529204,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-11,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.004700512811617879,0.0,0.0,0.004700512811617879,1.0534059369774114,1.0522894868963903,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-12,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.005896370023612795,0.0,0.0,0.005896370023612795,1.0596172081669006,1.0584941750830892,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-16,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.003990654866245501,0.0,0.0,-0.003990654866245501,1.0553886415987719,1.0542700901524014,-0.003990654866245502,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-17,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.007096819555588712,0.0,0.0,0.007096819555588712,1.0628785443492164,1.0617520547450672,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-18,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.00395588852883243,0.0,0.0,-0.00395588852883243,1.058673915308083,1.0575518819712368,-0.003955888528832441,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-19,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0003753326991658907,0.0,0.0,0.0003753326991658907,1.0590712702462521,1.057948815773605,-0.0035820406039858144,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-22,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.00552514225862922,0.0,0.0,-0.00552514225862922,1.0532197508161145,1.0521034980641075,-0.009087391578701753,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-23,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.014332000765147589,0.0,0.0,-0.014332000765147589,1.0381250045415493,1.0370247499248382,-0.02328915184079039,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-24,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.009207618234322874,0.0,0.0,0.009207618234322874,1.0476836632628725,1.04657327792169,-0.014295971225618764,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-25,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.016809933459020158,0.0,0.0,-0.016809933459020158,1.0300721705973213,1.028980450759838,-0.030865590359604123,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-02-26,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.012067506320550567,0.0,0.0,-0.012067506320550567,1.0176417681680148,1.0165632226665706,-0.04256062597340271,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-01,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,True,0.018667332507574196,0.08892435098625652,8.892435098625652e-05,0.018578408156587938,1.0366384254280028,1.0354493491342465,-0.024772926497548586,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-02,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0018130330387452504,0.0,0.0,-0.0018130330387452504,1.034758965713469,1.033572045254319,-0.026541045402087238,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-03,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.008021744188469505,0.0,0.0,-0.008021744188469505,1.0264583939937904,1.0252809947069357,-0.03434988411384654,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-04,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.007777287091469761,0.0,0.0,-0.007777287091469761,1.0184753323762517,1.017307090061672,-0.041860022295004296,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-05,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.015955517207312444,0.0,0.0,0.015955517207312444,1.0347256330672043,1.033538750842272,-0.026572403393718247,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-08,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0019227906577235865,0.0,0.0,0.0019227906577235865,1.036715193847773,1.0355260294967867,-0.024700705904993514,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-09,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.009263877690998235,0.0,0.0,0.009263877690998235,1.0463191966039784,1.0451190159798902,-0.01566565253238017,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-10,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.006317789886857489,0.0,0.0,0.006317789886857489,1.0529296214427077,1.0517218583296104,-0.009446834946662874,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-11,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00323594239368662,0.0,0.0,0.00323594239368662,1.0563368410423024,1.055125169677346,-0.006241461966666306,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-12,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.004488338293863499,0.0,0.0,0.004488338293863499,1.0610780381371714,1.059860928381228,-0.0017811374655576362,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-15,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.006592426280787312,0.0,0.0,0.006592426280787312,1.068073116881753,1.066847983419468,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-16,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.005496365826823694,0.0,0.0,0.005496365826823694,1.0739436374619309,1.0727117702179505,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-17,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.00036950300542874467,0.0,0.0,-0.00036950300542874467,1.0735468120602276,1.0723153999948962,-0.0003695030054287063,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-18,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.010605156061529022,0.0,0.0,-0.010605156061529022,1.062161680578972,1.0609433278307694,-0.010970740429919967,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-19,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.00259655903814565,0.0,0.0,-0.00259655903814565,1.0594037150672928,1.05818852584393,-0.01353881329284723,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-22,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.006005877040548179,0.0,0.0,0.006005877040548179,1.065766363516287,1.0645438760158676,-0.007614248700210768,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-23,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0038721991701247895,0.0,0.0,-0.0038721991701247895,1.0616395038879323,1.0604217501025974,-0.011456963982837687,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-24,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.008169204623200713,0.0,0.0,-0.008169204623200713,1.0529667535445986,1.0517589478391167,-0.019532574322901897,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-25,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.005049334335205179,0.0,0.0,0.005049334335205179,1.058283534727101,1.0570696304068001,-0.014581866485880224,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-26,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.022220906710936045,0.0,0.0,0.022220906710936045,1.0817995544259915,1.0805586760510333,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-29,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.006929062693633009,0.0,0.0,0.006929062693633009,1.0892954113605533,1.0880459348615399,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-30,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0056262152641525405,0.0,0.0,-0.0056262152641525405,1.0831668008899853,1.0819243542147228,-0.005626215264152523,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-03-31,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0036667109904651497,0.0,0.0,0.0036667109904651497,1.0871384605033156,1.0858914581351737,-0.0019801339790312955,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-01,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,True,0.01096818249924958,0.12001074423556182,0.00012001074423556182,0.010848171755014019,1.0990623935400692,1.0976713951803267,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-05,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.01213510552554379,0.0,0.0,0.01213510552554379,1.1123996316648348,1.110991753393211,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-06,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.001446051105938581,0.0,0.0,0.001446051105938581,1.1140082183824496,1.1125983042468939,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-07,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.005225428844177855,0.0,0.0,-0.005225428844177855,1.1081870477054627,1.1067845009758988,-0.005225428844177871,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-08,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0011044600921827925,0.0,0.0,0.0011044600921827925,1.1094109960743272,1.1080069002878732,-0.004126740029617881,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-09,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0021470727611311293,0.0,0.0,0.0021470727611311293,1.1117929822048978,1.1103858717226265,-0.0019885276795967854,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-12,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0005026879849829562,0.0,0.0,0.0005026879849829562,1.1123518671788406,1.1109440493590363,-0.0014868393035860628,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-13,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00789881716358375,0.0,0.0,0.00789881716358375,1.1211381311992572,1.1197191932838946,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-14,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0001976156757105618,0.0,0.0,-0.0001976156757105618,1.1209165767298954,1.1194979192189076,-0.00019761567571063843,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-15,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.014467284496421094,0.0,0.0,0.014467284496421094,1.1371331957422013,1.135694014109399,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-16,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.009039814592686109,0.0,0.0,0.009039814592686109,1.1474126689988995,1.1459604774309715,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-19,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.006892796081295059,0.0,0.0,-0.006892796081295059,1.1395037874503957,1.1380616055428163,-0.006892796081295005,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-20,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0014500817270613057,0.0,0.0,0.0014500817270613057,1.1411561610704946,1.139711887881284,-0.005452709471879591,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-21,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.004451904618641285,0.0,0.0,0.004451904618641285,1.1462364794545552,1.1447857764988632,-0.0010250797957201963,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-22,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.008783124416255852,0.0,0.0,-0.008783124416255852,1.1361689418450547,1.1347309805939136,-0.009799200808593644,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-23,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.004035172432705463,0.0,0.0,0.004035172432705463,1.140753579438084,1.139309815765343,-0.005803569840853617,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-26,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.003969071602722012,0.0,0.0,0.003969071602722012,1.1452813120759353,1.1438318180017997,-0.0018575330223812303,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-27,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0014389941065989739,0.0,0.0,0.0014389941065989739,1.1469293651344104,1.1454777852468445,-0.0004212118948544452,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-28,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0031528014350740746,0.0,0.0,-0.0031528014350740746,1.143313324586086,1.1418663212416726,-0.0035726853324620222,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-29,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00443080397379908,0.0,0.0,0.00443080397379908,1.1483791218079595,1.1469257070753776,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-04-30,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.0032315010141230074,0.0,0.0,0.0032315010141230074,1.1520901101046797,1.1506319986609155,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-03,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,True,0.010385200429651284,0.10703101833775429,0.00010703101833775429,0.01027816941131353,1.1640547968111357,1.1624583892732305,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-04,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.004607934999764504,0.0,0.0,-0.004607934999764504,1.158690907971266,1.1571018565755284,-0.00460793499976464,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-05,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.011325863370198998,0.0,0.0,0.011325863370198998,1.1718140828832402,1.1702070341085065,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-06,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.011478170907082506,0.0,0.0,0.011478170907082506,1.1852643651979002,1.1836388704426741,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-07,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.00357243595037762,0.0,0.0,0.00357243595037762,1.1894986462268349,1.187867344495708,0.0,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-10,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.004296619156370589,0.0,0.0,-0.004296619156370589,1.1843878235569798,1.1827635309081206,-0.004296619156370585,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-11,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0008988617339315452,0.0,0.0,-0.0008988617339315452,1.18332322266425,1.1817003900298975,-0.0051916188237572936,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-12,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.023876808148750022,0.0,0.0,-0.023876808148750022,1.155069241098735,1.1534851565278506,-0.028944467685871,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-13,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.013370885806030353,0.0,0.0,0.013370885806030353,1.1705135400195246,1.1689082748347355,-0.01596059505198477,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-14,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,0.010177036693011588,0.0,0.0,0.010177036693011588,1.1824258992659702,1.1808042972384936,-0.005945989920459471,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-17,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0028276936547685675,0.0,0.0,-0.0028276936547685675,1.1790823610533818,1.1774653444196688,-0.008756870137258677,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-18,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.0033080457128902762,0.0,0.0,-0.0033080457128902762,1.1751819027037547,1.1735702352349844,-0.012035947723433083,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
2021-05-19,combined_hierarchical_risk_parity,Combined Hierarchical Risk Parity,combined,hierarchical_risk_parity,monthly,False,-0.016099572717806772,0.0,0.0,-0.016099572717806772,1.156261976204525,1.1546762558933652,-0.027941746825638658,ledoit_wolf,combined_hierarchical_risk_parity__ledoit_wolf
