date,ticker_count,covered_tickers,headline_count,coverage_breadth,plain_sentiment_index,plain_fear_greed_index,plain_standardized_score,finance_sentiment_index,finance_fear_greed_index,finance_standardized_score,standardization_basis,no_news_policy
2020-01-17,50,39,165,0.78,0.11429935577755578,55.714967788877786,0.8009262748549278,0.12092935072705072,56.04646753635254,0.687498573298779,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-21,50,45,241,0.9,0.08070720425685426,54.03536021284271,-0.12683018353407288,0.09219206356421356,54.609603178210676,-0.04862171878987484,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-22,50,36,119,0.72,0.054741114285714286,52.73705571428572,-0.8439681630704279,0.06397288095238096,53.19864404761905,-0.7714704981133589,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-23,50,46,166,0.92,0.07381027354497353,53.690513677248674,-0.31731134420237805,0.07912109894179893,53.956054947089946,-0.3834411553362429,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-24,50,40,182,0.8,0.10093271076020754,55.04663553801038,0.43176292328467375,0.0960627901779435,54.80313950889717,0.0505289209120847,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-27,50,43,202,0.86,0.021498240764790767,51.07491203823954,-1.762078174137722,0.030703263997114,51.5351631998557,-1.6236887333286716,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-28,50,39,178,0.78,0.07442934963369964,53.72146748168498,-0.3002135456527408,0.08888272490842491,54.44413624542125,-0.13339211914519147,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-29,50,40,175,0.8,0.09879248412698413,54.9396242063492,0.37265360781955637,0.10722400317460318,55.36120015873016,0.3364290939036975,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-30,50,40,182,0.8,0.050882507892107895,52.54412539460539,-0.9505361213580447,0.05534614748584749,52.76730737429237,-0.992448683116422,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-01-31,50,41,177,0.82,0.07438918138528139,53.719459069264076,-0.3013229224031177,0.06656497950937951,53.32824897546897,-0.7050725693148506,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-02-03,50,42,196,0.84,0.10526510541770058,55.263255270885026,0.5514160845685577,0.11430003761185052,55.71500188059253,0.5176853310446857,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-02-04,50,44,174,0.88,0.12705033924963924,56.35251696248196,1.1530861315924934,0.13823236976911976,56.911618488455986,1.1307242458923608,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-02-05,50,39,201,0.78,0.07758468809523808,53.8792344047619,-0.2130686173413919,0.07443982275132273,53.721991137566135,-0.5033544365431524,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-02-06,50,42,151,0.84,0.1616945688034188,58.08472844017094,2.109899144734048,0.16801482155067154,58.40074107753358,1.893616963646993,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-02-07,50,37,124,0.74,0.10655329826839827,55.327664913419916,0.5869937175209694,0.10882947705627705,55.44147385281385,0.3775541275932657,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
