date,ticker_count,covered_tickers,headline_count,coverage_breadth,plain_sentiment_index,plain_fear_greed_index,plain_standardized_score,finance_sentiment_index,finance_fear_greed_index,finance_standardized_score,standardization_basis,no_news_policy
2020-12-15,50,30,79,0.6,0.12652486190476192,56.32624309523809,1.1385733666049158,0.13822052857142858,56.91102642857143,1.1304209275640258,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-16,50,28,72,0.56,0.10239623333333332,55.11981166666666,0.4721828564461081,0.10782423333333332,55.39121166666666,0.3518042960673952,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-17,50,35,101,0.7,0.12115639523809524,56.05781976190476,0.9903057089475396,0.13015759523809523,56.50787976190477,0.9238847710092011,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-18,50,32,86,0.64,0.08764138333333334,54.38206916666667,0.0646797118015918,0.10003838333333333,55.00191916666667,0.15236577065327242,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-21,50,44,214,0.88,0.12044760628844839,56.02238031442241,0.9707301981242933,0.12235359676463886,56.11767983823195,0.7239813631757336,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-22,50,31,89,0.62,0.055725533333333334,52.786276666666666,-0.8167802311326093,0.06186673333333334,53.093336666666666,-0.8254205453718243,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-23,50,28,76,0.56,0.09394707222222222,54.69735361111111,0.2388318076461587,0.09768007222222222,54.88400361111111,0.09195642671937426,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-24,50,22,55,0.44,0.09847611428571428,54.92380571428571,0.3639160262658196,0.10675011428571429,55.33750571428572,0.32429018791268355,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-28,50,34,115,0.68,0.13184630764790764,56.592315382395384,1.2855423886137507,0.13470603463203465,56.73530173160173,1.0403953698086623,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-29,50,27,84,0.54,0.025638544444444446,51.28192722222222,-1.647730229614929,0.025638544444444446,51.28192722222222,-1.7534241121531406,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-30,50,31,61,0.62,0.0904549,54.52274500000001,0.14238412012674764,0.0739415,53.697075000000005,-0.5161192284032723,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2020-12-31,50,29,84,0.58,0.13061310476190477,56.53065523809524,1.2514834822859424,0.1323590380952381,56.61795190476191,0.9802758544762638,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-04,50,30,115,0.6,0.07855773333333334,53.927886666666666,-0.18619481012510777,0.09466835555555556,54.73341777777778,0.014809765665650293,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-05,50,38,108,0.76,0.097852,54.8926,0.34667908152926613,0.10140672222222222,55.070336111111104,0.18741647035424272,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-06,50,31,104,0.62,0.07604295476190477,53.80214773809524,-0.25564859487668345,0.0693432880952381,53.4671644047619,-0.6339047754954173,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-07,50,37,97,0.74,0.024844214285714282,51.24221071428572,-1.6696682389859845,0.03852771428571429,51.926385714285715,-1.4232614418017926,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-08,50,32,83,0.64,0.059012993650793655,52.950649682539684,-0.7259863282966509,0.07349249365079366,53.67462468253969,-0.527620755428233,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-11,50,39,138,0.78,0.10376732056590753,55.18836602829538,0.5100498872092765,0.12931802889924085,56.46590144496204,0.9023788503186598,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-12,50,33,116,0.66,0.0654275,53.271375,-0.5488288845650099,0.06644517777777778,53.32225888888888,-0.7081413518745848,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-13,50,33,121,0.66,0.08969193299454169,54.48459664972708,0.12131230618189055,0.09301169057029927,54.65058452851497,-0.02762655429488354,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-14,50,29,91,0.58,0.0466677238095238,52.3333861904762,-1.0669410843126441,0.04719258095238096,52.35962904761905,-1.201306455395686,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-15,50,34,123,0.68,0.11402717262737262,55.701358631368635,0.793409052408147,0.10985814015984015,55.49290700799201,0.40390385851828225,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-19,50,38,181,0.76,0.04608333679784267,52.30416683989213,-1.08308083123989,0.06612422568673157,53.30621128433658,-0.7163627036559364,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-20,50,33,101,0.66,0.030234757422969185,51.511737871148455,-1.5207908678318696,0.05341609859943977,52.67080492997199,-1.0418878713723383,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-21,50,32,81,0.64,0.0012121666666666698,50.060608333333334,-2.322344051966182,0.0003711666666666691,50.01855833333333,-2.4006609026232337,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-22,50,28,87,0.56,0.05611993333333332,52.805996666666665,-0.8058875931018742,0.05581385,52.790692500000006,-0.9804682442747986,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-25,50,40,167,0.8,0.11119941227106228,55.55997061355311,0.7153112582931568,0.11249888534798534,55.624944267399265,0.4715478956263845,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-26,50,32,152,0.64,0.08403137644110276,54.20156882205514,-0.03502236316171452,0.09526395807321335,54.76319790366067,0.030066428439093032,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-27,50,33,114,0.66,0.09248746304347825,54.62437315217391,0.19851995559139934,0.09972944979296067,54.98647248964803,0.14445228018750597,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-28,50,39,141,0.78,0.08994040396825398,54.49702019841269,0.12817463979698282,0.10176137619047619,55.088068809523804,0.19650111293801192,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-01-29,50,35,109,0.7,0.035910366666666665,51.795518333333334,-1.3640404695167252,0.04103233333333334,52.05161666666667,-1.3591043453278986,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-01,50,41,139,0.82,0.13236619675324676,56.61830983766234,1.2999008162014332,0.1558770331168831,57.79385165584415,1.582701311916821,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-02,50,33,121,0.66,0.1046222294197031,55.23111147098515,0.5336609741607627,0.10759739541160593,55.37986977058029,0.3459937268145434,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-03,50,33,113,0.66,0.06487787222222222,53.24389361111111,-0.5640086422601693,0.08342400555555557,54.17120027777778,-0.27322000413986736,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-04,50,31,94,0.62,0.06220588268398268,53.11029413419913,-0.6378043188878451,0.05964614935064935,52.982307467532465,-0.8823019385485121,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-05,50,36,77,0.72,0.05901726666666668,52.95086333333333,-0.7258683150735159,0.05067316666666668,52.533658333333335,-1.1121494741496298,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-08,50,36,138,0.72,0.07519339285714285,53.75966964285715,-0.2791120084498927,0.07592253571428571,53.79612678571428,-0.46537398650292006,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-09,50,29,91,0.58,0.052649857142857144,52.63249285714286,-0.9017250268795884,0.05707252380952381,52.85362619047619,-0.9482266716078701,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-10,50,29,87,0.58,0.03743906666666666,51.87195333333333,-1.3218204498473913,0.042855447619047624,52.14277238095239,-1.312404341499893,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-11,50,37,102,0.74,0.04943165555555556,52.47158277777778,-0.9906061247508221,0.05352221111111111,52.67611055555555,-1.0391697451747206,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-12,50,34,84,0.68,0.11288616666666668,55.644308333333335,0.7618964638663582,0.10506916666666667,55.25345833333334,0.2812318558819819,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-16,50,38,145,0.76,0.066157129004329,53.30785645021645,-0.5286778078893462,0.07487367900432901,53.74368395021645,-0.49224098697229385,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-17,50,32,101,0.64,0.09258326277056277,54.629163138528135,0.20116577645999678,0.0906905961038961,54.53452980519481,-0.08708257486120959,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-18,50,35,103,0.7,0.10183679047619049,55.091839523809526,0.45673202342953256,0.1114083142857143,55.570415714285716,0.4436123607112948,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-19,50,34,70,0.68,0.1423498,57.117490000000004,1.5756304724117742,0.14436113333333334,57.21805666666666,1.287715655675308,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-22,50,40,115,0.8,0.09553978888888888,54.776989444444446,0.28281985565711076,0.10126962222222222,55.06348111111111,0.18390458381208272,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-23,50,36,93,0.72,0.08733923015873016,54.36696150793651,0.056334769710339155,0.10408811904761904,55.20440595238095,0.25610181991880565,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-24,50,37,101,0.74,0.011748926190476192,50.58744630952381,-2.0313371870834183,0.015796926190476193,50.78984630952381,-2.0055221916512225,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-25,50,36,108,0.72,0.06905201666666666,53.45260083333333,-0.44872607501539563,0.06905201666666666,53.45260083333333,-0.6413658419441098,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-02-26,50,32,78,0.64,0.034516383333333345,51.72581916666667,-1.402539850528079,0.018887550000000006,50.9443775,-1.926354283820837,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-01,50,42,129,0.84,0.09801132500000001,54.900566250000004,0.3510793593037263,0.09664665833333334,54.83233291666667,0.06548500200113905,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-02,50,30,72,0.6,0.0352926,51.76463,-1.3811021041198033,0.05037726666666668,52.51886333333333,-1.119729103820127,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-03,50,29,98,0.58,0.051202032900432896,52.56010164502164,-0.9417113996099412,0.054393584848484854,52.71967924242424,-1.0168490617212234,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-04,50,31,82,0.62,0.06894626818181818,53.44731340909091,-0.4516466631689282,0.07481026818181817,53.74051340909091,-0.49386528758646675,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-05,50,34,94,0.68,0.06559500238095238,53.27975011904762,-0.544202761834278,0.060226469047619045,53.01132345238096,-0.8674367530347395,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-08,50,38,111,0.76,0.08913196666666666,54.456598333333325,0.10584701581945946,0.0891398,54.456990000000005,-0.12680700933901273,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-09,50,28,82,0.56,0.01691592857142857,50.84579642857143,-1.8886336205528338,0.019673928571428568,50.98369642857142,-1.9062107949656732,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-10,50,30,94,0.6,0.11173044676989678,55.58652233849484,0.7299775021512633,0.12200042858807858,56.10002142940394,0.7149347799052651,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-11,50,33,108,0.66,0.09235556190476192,54.6177780952381,0.19487707688988096,0.0931179619047619,54.6558980952381,-0.024904359770327088,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-12,50,29,63,0.58,0.09864947619047619,54.932473809523806,0.3687039787934321,0.10695914285714286,55.34795714285714,0.32964456155912353,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-15,50,38,131,0.76,0.1500772095238095,57.50386047619047,1.7890480050134858,0.15666532063492064,57.833266031746035,1.602893699414623,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-16,50,34,87,0.68,0.034376416666666666,51.71882083333333,-1.4064054850016305,0.04024695,52.0123475,-1.3792223406508024,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-17,50,32,73,0.64,0.06575741666666667,53.28787083333333,-0.5397171633928324,0.06575741666666667,53.28787083333333,-0.7257587041016609,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-18,50,34,83,0.68,0.050677433333333334,52.53387166666666,-0.9561999219108948,0.05547876666666667,52.773938333333334,-0.9890515750467564,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-19,50,26,72,0.52,0.057025504761904766,52.85127523809524,-0.7808772944649452,0.0596830761904762,52.98415380952382,-0.8813560386810256,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-22,50,30,81,0.6,0.052909033333333334,52.645451666666666,-0.8945670339053438,0.052909033333333334,52.645451666666666,-1.0548766072150515,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-23,50,31,88,0.62,0.06575738888888889,53.287869444444446,-0.5397179305664596,0.07464138888888888,53.73206944444444,-0.49819121695253427,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-24,50,29,93,0.58,0.07376994848484848,53.68849742424242,-0.3184250518177681,0.07728094848484848,53.86404742424242,-0.43057754939396575,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-25,50,34,102,0.68,0.07169110476190477,53.58455523809524,-0.37583907868514244,0.07538748571428572,53.76937428571429,-0.479079565601262,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-26,50,27,95,0.54,0.044208371428571425,52.210418571428576,-1.1348640946466748,0.05519032142857143,52.75951607142857,-0.9964402471825464,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-29,50,38,142,0.76,0.1445310772005772,57.22655386002886,1.6358735327327263,0.1281413069264069,56.40706534632034,0.8722365158164026,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-30,50,33,85,0.66,0.09314994102564103,54.65749705128206,0.21681643850983534,0.10556194102564102,55.278097051282046,0.2938545228375146,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-03-31,50,33,78,0.66,0.06453083333333333,53.22654166666667,-0.5735932492562528,0.06453083333333333,53.22654166666667,-0.757178262826468,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-01,50,39,80,0.78,0.004616333333333336,50.23081666666667,-2.2283269239329786,0.0069101333333333355,50.345506666666665,-2.233161930804858,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-05,50,35,141,0.7,0.1265851050949051,56.329255254745256,1.1402371781263314,0.1444216050949051,57.22108025474526,1.289264670742008,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-06,50,30,99,0.6,0.036104061904761904,51.80520309523809,-1.358690945893884,0.0426784619047619,52.1339230952381,-1.3169379209904444,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-07,50,29,55,0.58,0.04317776666666666,52.15888833333333,-1.163327595215085,0.04317776666666666,52.15888833333333,-1.3041479744275726,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-08,50,39,91,0.78,0.12841606190476193,56.42080309523809,1.1908050021113232,0.14349634761904764,57.17481738095238,1.2655637277989247,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-09,50,29,83,0.58,0.05634123333333333,52.81706166666667,-0.799775674247407,0.05947854761904762,52.97392738095238,-0.886595142528489,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-12,50,35,116,0.7,0.11453737460317459,55.72686873015873,0.8074999384248227,0.1263573746031746,56.31786873015873,0.8265401779747997,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-13,50,30,96,0.6,0.11164973333333333,55.58248666666666,0.7277483382346752,0.11311073333333335,55.65553666666667,0.48722069435425736,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-14,50,42,149,0.84,0.09429539951124145,54.71476997556207,0.24845199799989576,0.1038624945259042,55.19312472629521,0.2503223325271817,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-15,50,32,91,0.64,0.06689460952380953,53.34473047619047,-0.5083098861007554,0.06934327619047619,53.46716380952381,-0.6339050804419757,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-16,50,26,91,0.52,0.05088663571428571,52.544331785714284,-0.9504221181307673,0.050774969047619044,52.53874845238096,-1.1095417541523545,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-19,50,37,149,0.74,0.07345525915032679,53.67276295751634,-0.32711622071502433,0.07764934318394025,53.88246715919701,-0.42114093096987065,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-20,50,32,106,0.64,0.0763001461038961,53.815007305194804,-0.24854541994526702,0.07350850324675325,53.67542516233767,-0.527210661448686,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-21,50,38,97,0.76,0.08418148412698413,54.20907420634921,-0.03087665147830384,0.10673819841269841,55.33690992063492,0.323984956737756,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-22,50,36,137,0.72,0.08180791688311688,54.09039584415585,-0.0964304263998465,0.09654383809523809,54.827191904761904,0.06285120907314189,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-23,50,32,99,0.64,0.08814527948717948,54.407263974358976,0.07859644204734707,0.09290486923076922,54.64524346153846,-0.030362837480230612,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-26,50,38,131,0.76,0.09006543790849672,54.50327189542483,0.1316278584902404,0.10228930065359478,55.11446503267974,0.21002416776881563,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-27,50,32,137,0.64,0.08671262341269842,54.335631170634926,0.03902898758016492,0.08840258373015873,54.420129186507936,-0.14569118072279788,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-28,50,37,152,0.74,0.10685382527910686,55.342691263955345,0.5952937478102891,0.1303499803030303,56.517499015151515,0.9288128127339134,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-29,50,35,132,0.7,0.0769900652014652,53.84950326007326,-0.2294910614252064,0.10370559377289379,55.185279688644684,0.24630323958077754,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-04-30,50,35,135,0.7,0.09602548461538461,54.80127423076922,0.2962339219395477,0.11206145494505494,55.603072747252746,0.46034289237924453,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-03,50,40,125,0.8,0.11686543095238094,55.84327154761905,0.8717967820532717,0.12105359761904762,56.05267988095238,0.6906812209129958,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-04,50,35,114,0.7,0.09724544761904762,54.86227238095238,0.32992716587917736,0.09623032857142856,54.81151642857143,0.05482050245384458,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-05,50,36,109,0.72,0.0973263,54.866315,0.3321601671967166,0.10692321666666667,55.346160833333336,0.3287242938359694,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-06,50,30,73,0.6,0.07557296666666667,53.77864833333334,-0.2686288438629498,0.09117046666666667,54.55852333333333,-0.07479044523777625,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-07,50,24,56,0.48,0.03691283333333333,51.845641666666666,-1.3363540939135865,0.03691283333333333,51.845641666666666,-1.4646274424134424,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-10,50,38,109,0.76,0.10036404285714287,55.01820214285714,0.41605731063817053,0.10131563333333334,55.065781666666666,0.18508318192952228,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-11,50,29,86,0.58,0.04537485,52.2687425,-1.1026479971588936,0.039402999999999994,51.970150000000004,-1.4008405510611301,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-12,50,35,81,0.7,0.12186585714285716,56.09329285714286,1.0098998056137864,0.13181185714285715,56.59059285714285,0.9662595348351771,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-13,50,27,66,0.54,0.04474173333333333,52.23708666666666,-1.120133571908452,0.05352033333333333,52.67601666666667,-1.0392178454118248,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-14,50,25,84,0.5,0.0432975615942029,52.16487807971014,-1.1600190688875736,0.051179025362318845,52.55895126811594,-1.0991916452255202,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-17,50,34,150,0.68,0.09833056594880868,54.916528297440436,0.3598962358249266,0.098409538153075,54.92047690765375,0.1106420692104471,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-18,50,30,115,0.6,0.06062128333333333,53.03106416666667,-0.6815681808309532,0.07314502619047619,53.657251309523815,-0.5365213119397386,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-19,50,24,87,0.48,0.013335509523809526,50.66677547619047,-1.9875185310093877,0.013782485714285713,50.689124285714286,-2.0571231135937147,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-20,50,31,85,0.62,0.09546925,54.7734625,0.28087169494778835,0.09645075,54.8225375,0.060466709956424586,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-21,50,32,71,0.64,0.11248423809523811,55.6242119047619,0.7507958998633613,0.10829823809523809,55.41491190476191,0.3639461702049085,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-24,50,38,119,0.76,0.11956338888888889,55.97816944444445,0.9463096604116161,0.12487588888888888,56.24379444444444,0.7885911645364173,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-25,50,30,84,0.6,0.10753493333333333,55.37674666666666,0.6141047607273974,0.11688516666666666,55.84425833333333,0.5839047324841864,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-26,50,32,85,0.64,0.0878761025974026,54.39380512987013,0.07116224725379025,0.0870171025974026,54.35085512987013,-0.18118098775812116,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-27,50,35,105,0.7,0.11043654444444444,55.52182722222222,0.6942421834943686,0.11888667777777778,55.944333888888885,0.6351744621347685,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-05-28,50,35,78,0.7,0.15175716666666667,57.58785833333333,1.835445482357024,0.15561216666666666,57.78060833333334,1.5759166224785652,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-06-01,50,36,150,0.72,0.12243428852258852,56.12171442612942,1.0255988858996008,0.12057095518925517,56.028547759462754,0.6783180884996954,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-06-02,50,34,84,0.68,0.1255932761904762,56.279663809523804,1.1128445989063394,0.1255932761904762,56.279663809523804,0.8069674067680799,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
2021-06-03,50,40,84,0.8,0.10905516666666668,55.45275833333333,0.6560909458751117,0.12253316666666667,56.12665833333333,0.7285811379555179,full displayed sample 2020-01-02 to 2023-12-29; descriptive only,all 50 ticker-days retained; no-news score = 0
