variant,variant_label,kind,rebalance_date,asset,sector,signal_source_date,raw_finance_signal_lag1,coverage_confidence_lag1,coverage_adjusted_signal_lag1,sector_signal_z,base_target_weight,pretrade_weight,target_weight,individual_cap,view_scale_annual,is_primary,turnover,transaction_cost
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,NUE,Materials,2021-01-29,0.04046,0.25,0.010115,-0.005830042837779889,0.01647031625604103,0.02041089466718481,0.015856175251264915,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,NVDA,Tech,2021-01-29,0.105405,0.6122448979591837,0.0645336734693877,0.6557287202949342,0.015360523566500273,0.021303206395100065,0.017057288063634792,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,O,RealEstate,2021-01-29,-0.02821,0.2222222222222222,-0.0062688888888888,-0.7053333189071229,0.01578953585224715,0.009180343498503867,0.014486457960777351,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,OXY,Energy,2021-01-29,-0.2035466666666666,0.3988919667590027,-0.0811931301939058,-2.0,0.009777546008987215,0.00843918954383015,0.007445265708457916,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,PLD,RealEstate,2021-01-29,-0.02821,0.2222222222222222,-0.0062688888888888,-0.7053333189071229,0.017148689686001587,0.012081982334118111,0.015878366296948956,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,PSA,RealEstate,2021-01-29,-0.02821,0.2222222222222222,-0.0062688888888888,-0.7053333189071229,0.02616718597311204,0.023136550399922955,0.02485376610170993,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,QCOM,Tech,2021-01-29,0.105405,0.6122448979591837,0.0645336734693877,0.6557287202949342,0.017162517310600523,0.01744763384104054,0.019014077435088313,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,SBUX,Consumer,2021-01-29,0.1237683333333333,0.629757785467128,0.0779440715109573,0.8427858314966237,0.01718384093300185,0.04234122386915931,0.02248722367934289,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,SHW,Materials,2021-01-29,0.04046,0.25,0.010115,-0.005830042837779889,0.020194431421828467,0.024105824358368593,0.019608215280064914,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,SLB,Energy,2021-01-29,-0.2035466666666666,0.3988919667590027,-0.0811931301939058,-2.0,0.01222809633667378,0.009454554670555747,0.009899042925072378,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,SO,Utilities,2021-01-29,0.11356,0.5,0.05678,0.73879919089848,0.017771872985525815,0.02999804944628175,0.019504772700208364,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,T,Comm,2021-01-29,0.0587766666666666,0.9602076124567474,0.056437802768166,0.18075170086403194,0.022140189231284906,0.014122174885064218,0.02167558220373155,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,TMUS,Comm,2021-01-29,0.0587766666666666,0.9602076124567474,0.056437802768166,0.18075170086403194,0.022563512469281326,0.012917683578817315,0.02219593061203685,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,TTWO,Comm,2021-01-29,0.0587766666666666,0.9602076124567474,0.056437802768166,0.18075170086403194,0.031508731453254064,0.017974605085597214,0.0312726292243795,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,UPS,Industrials,2021-01-29,0.1253016666666666,0.7313019390581718,0.091633351800554,0.8584050493497322,0.02398316508979509,0.008817002973136336,0.02747365234488417,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,USB,Financials,2021-01-29,0.100915,0.7265625,0.0733210546875,0.6099915758424609,0.014217354080999382,0.014120610121907828,0.015295994005465652,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
black_litterman_100bp,Black-Litterman sentiment (1% annual view scale),black_litterman,2021-02-01,V,Financials,2021-01-29,0.100915,0.7265625,0.0733210546875,0.6099915758424609,0.017397575581940845,0.012699158202444735,0.018624643881942075,0.1,0.01,False,0.1897021821213592,0.0001897021821213592
